artist,comments,country,dated,department,description,id,img_url,medium,onview,role,submit_time,title,web_url
"Peale, Charles Willson;",,china,1788,National Gallery of Art,Gift of Morris Schapiro,50684,"https://media.nga.gov/iiif/f936e872-785c-443d-83b7-dbbd9c995e93/full/!384,384/0/default.jpg",oil on canvas,False,Painting,2023-05-09 18:51:27,Benjamin and Eleanor Ridgely Laming,https://www.nga.gov/collection/art-object-page.50684.html
"Zorach, Marguerite;",,china,"completed 1930, inscribed 1936",National Gallery of Art,Collection of the Zorach Children,54181,"https://media.nga.gov/iiif/bb61bb0f-ae29-4819-92ec-0e68ad84492c/full/!384,384/0/default.jpg",oil on canvas,False,Painting,2023-05-09 18:51:27,Christmas Mail,https://www.nga.gov/collection/art-object-page.54181.html
"Homer, Winslow;",,china,c. 1863,National Gallery of Art,Patrons' Permanent Fund,79933,"https://media.nga.gov/iiif/1155a052-5f8d-4168-80dc-750ca9c5e497/full/!384,384/0/default.jpg",oil on canvas,False,Painting,2023-05-09 18:51:27,"Home, Sweet Home",https://www.nga.gov/collection/art-object-page.79933.html
American 19th Century;,,china,1850 or after,National Gallery of Art,Gift of Edgar William and Bernice Chrysler Garbisch,42490,"https://media.nga.gov/iiif/b69a8ea5-3a2a-4ad2-aae2-b9866594868e/full/!384,384/0/default.jpg",oil on canvas,False,Painting,2023-05-09 18:51:27,New England Farm in Winter,https://www.nga.gov/collection/art-object-page.42490.html
"Weber, Max;",,china,1915,National Gallery of Art,Gift of the Avalon Foundation,52086,"https://media.nga.gov/iiif/03f30653-7d0c-4f34-8557-4e9d4b21020e/full/!384,384/0/default.jpg",oil on canvas,True,Painting,2023-05-09 18:51:29,"Rush Hour, New York",https://www.nga.gov/collection/art-object-page.52086.html
"Alexander, Francis;",,china,1835,National Gallery of Art,Andrew W. Mellon Collection,34066,"https://media.nga.gov/iiif/cb038ed7-90e6-44f9-8fdf-fd37a518eba9/full/!384,384/0/default.jpg",oil on canvas,False,Painting,2023-05-09 18:51:29,Sarah Blake Sturgis,https://www.nga.gov/collection/art-object-page.34066.html
"Catlin, George;",,china,1844/1845,National Gallery of Art,Paul Mellon Collection,50655,"https://media.nga.gov/iiif/976516e2-138f-4a15-9eb1-301c001dcaee/full/!384,384/0/default.jpg",oil on canvas,False,Painting,2023-05-09 18:51:29,"The White Cloud, Head Chief of the Iowas",https://www.nga.gov/collection/art-object-page.50655.html
"Bleifeld, Stanley;Medallic Art Company;",,china,1974,National Gallery of Art,Corcoran Collection (Gift of Clyde C. Trees through subscription to the Society of Medalists),215938,"https://media.nga.gov/iiif/71f3454a-4a06-4473-8eb6-4fdb1d2f856a/full/!384,384/0/default.jpg",bronze,False,Sculpture,2023-05-09 18:51:29,Chinese Landscape [reverse],https://www.nga.gov/collection/art-object-page.215938.html
"Crawford, Thomas;",,china,"model 1845/1846, carved 1848",National Gallery of Art,Gift of Ian and Annette Cumming,140260,"https://media.nga.gov/iiif/10992a25-e6f0-4e8f-a2bc-96eb02ea0000/full/!384,384/0/default.jpg",marble and bronze,True,Sculpture,2023-05-09 18:51:29,David Triumphant,https://www.nga.gov/collection/art-object-page.140260.html
"Carrier-Belleuse, Albert-Ernest;",,china,c. 1865/1870,National Gallery of Art,New Century Fund,150602,"https://media.nga.gov/iiif/a289103a-6877-4eb4-93d4-1e61ef646cce/full/!384,384/0/default.jpg",glazed terracotta on red marble socle,True,Sculpture,2023-05-09 18:51:29,Fantasy Bust of a Veiled Woman (Marguerite Bellanger?),https://www.nga.gov/collection/art-object-page.150602.html
"Proctor, Alexander Phimister;",,china,"model 1898, cast 1913/1918",National Gallery of Art,Corcoran Collection (Museum Purchase),176657,"https://media.nga.gov/iiif/33cbe6f4-bf17-4a2e-a9e9-a3761f0d5673/full/!384,384/0/default.jpg",bronze,True,Sculpture,2023-05-09 18:51:29,Indian Warrior,https://www.nga.gov/collection/art-object-page.176657.html
"Proctor, Alexander Phimister;",,china,"model 1891-1893, cast c. 1905/1913",National Gallery of Art,Corcoran Collection (Bequest of James Parmelee),177092,"https://media.nga.gov/iiif/133397aa-c024-4c3d-896d-2f874a2f6ef5/full/!384,384/0/default.jpg",bronze,False,Sculpture,2023-05-09 18:51:29,Stalking Panther,https://www.nga.gov/collection/art-object-page.177092.html
"Taylor, Al;",,china,1993,National Gallery of Art,Gift of Debbie Taylor in honor of Judith Brodie,216701,"https://media.nga.gov/iiif/55e0cefc-837b-4bc3-bf6d-8f41e9a8264a/full/!384,384/0/default.jpg","graphite, gouache, China marker grease pencil, and wax crayon on Lanaquarelle paper",False,Drawing,2023-05-09 18:51:29,2 Tide Tabs,https://www.nga.gov/collection/art-object-page.216701.html
"Alexander, William;",,china,1793/1794,National Gallery of Art,Joseph F. McCrindle Collection,143722,"https://media.nga.gov/iiif/c0893f1e-4e83-494d-9eca-9a51b149de65/full/!384,384/0/default.jpg",watercolor with pen and black ink over graphite on wove paper,False,Drawing,2023-05-09 18:51:29,A Chinese Peasant Selling Betel,https://www.nga.gov/collection/art-object-page.143722.html
"Jensen, Dorothy Hay;",,china,1935/1942,National Gallery of Art,Index of American Design,20268,"https://media.nga.gov/iiif/941ec1a2-c416-4fee-b583-d19db6da614e/full/!384,384/0/default.jpg","watercolor, pen and ink, and colored pencil on paper",False,Index of American Design,2023-05-09 18:51:29,Dragon Weather Vane,https://www.nga.gov/collection/art-object-page.20268.html
"C&eacute;zanne, Paul;",,china,c. 1865/1870,National Gallery of Art,The Armand Hammer Collection,74193,"https://media.nga.gov/iiif/e08b221c-43e1-4d3f-bf68-535eefc3d0f9/full/!384,384/0/default.jpg",graphite on wove paper,False,Drawing,2023-05-09 18:51:29,Father of the Artist [verso],https://www.nga.gov/collection/art-object-page.74193.html
"Strozzi, Zanobi;",,china,c. 1430s,National Gallery of Art,"Woodner Collection, Gift of Dian Woodner",75789,"https://media.nga.gov/iiif/21154a85-2f87-4d27-8721-4cd74714fffe/full/!384,384/0/default.jpg",tempera and gold leaf on parchment,False,Drawing,2023-05-09 18:51:29,Initial Q with a Procession of Children,https://www.nga.gov/collection/art-object-page.75789.html
"Sudek, Joseph;",,china,c. 1937,National Gallery of Art,Index of American Design,19333,"https://media.nga.gov/iiif/8f8c8fc8-9115-47fe-bc4c-fca6b157a500/full/!384,384/0/default.jpg","watercolor, graphite, pen and ink, and heighteningon paperboard",False,Index of American Design,2023-05-09 18:51:29,Pitcher,https://www.nga.gov/collection/art-object-page.19333.html
"Sudek, Joseph;",,china,c. 1937,National Gallery of Art,Index of American Design,19446,"https://media.nga.gov/iiif/1a219114-78c5-4841-8f94-0ca7a57fe94f/full/!384,384/0/default.jpg","watercolor, graphite, and pen and ink on paperboard",False,Index of American Design,2023-05-09 18:51:29,Platter,https://www.nga.gov/collection/art-object-page.19446.html
"Handforth, Thomas Schofield;",,china,c. 1931-1937,National Gallery of Art,Corcoran Collection (Gift of Stanely L. Handforth),180921,"https://media.nga.gov/iiif/696b25ab-d23e-4684-8486-aa40691e3c5f/full/!384,384/0/default.jpg",conté crayon on wove paper,False,Drawing,2023-05-09 18:51:29,Sailor—Shanghai [recto],https://www.nga.gov/collection/art-object-page.180921.html
"Handforth, Thomas Schofield;",,china,c. 1931-1937,National Gallery of Art,Corcoran Collection (Gift of Stanely L. Handforth),206586,"https://media.nga.gov/iiif/87b0a549-daa6-4478-9991-3858d7eda192/full/!384,384/0/default.jpg",graphite on wove paper,False,Drawing,2023-05-09 18:51:29,Sailor—Shanghai [verso],https://www.nga.gov/collection/art-object-page.206586.html
"Sudek, Joseph;",,china,c. 1936,National Gallery of Art,Index of American Design,19332,"https://media.nga.gov/iiif/13b8e5cb-846d-4a54-b172-6fe018a77d6e/full/!384,384/0/default.jpg",watercolor and graphite on paperboard,False,Index of American Design,2023-05-09 18:51:29,Server Dish,https://www.nga.gov/collection/art-object-page.19332.html
"Handforth, Thomas Schofield;",,china,c. 1930s,National Gallery of Art,Corcoran Collection (Gift of Stanley L. Handforth),180922,"https://media.nga.gov/iiif/de2e7580-0240-4047-a0a0-69450ec1ede2/full/!384,384/0/default.jpg",graphite and lithographic crayon on wove paper,False,Drawing,2023-05-09 18:51:29,Shanghai Harbor,https://www.nga.gov/collection/art-object-page.180922.html
"C&eacute;zanne, Paul;",,china,c. 1865/1870,National Gallery of Art,The Armand Hammer Collection,74192,"https://media.nga.gov/iiif/742f85ac-17b1-4750-b94b-4b317a6f673c/full/!384,384/0/default.jpg",graphite on wove paper,False,Drawing,2023-05-09 18:51:29,"Study of the ""Ecorché"" [recto]",https://www.nga.gov/collection/art-object-page.74192.html
"Boucher, Fran&ccedil;ois;",,china,c. 1745,National Gallery of Art,The Armand Hammer Collection,74178,"https://media.nga.gov/iiif/685a87e8-526e-443d-9462-717ce5bda66c/full/!384,384/0/default.jpg",black chalk heightened with white on brown laid paper,False,Drawing,2023-05-09 18:51:29,Venus Reclining on a Dolphin,https://www.nga.gov/collection/art-object-page.74178.html
Chinese Qing Dynasty;,,china,"Yongzheng period, 1723/1735",National Gallery of Art,Widener Collection,1663,"https://media.nga.gov/iiif/66a5fdbb-0ae5-461d-b16e-426a3d8a2a9e/full/!384,384/0/default.jpg",porcelain with pale blue glaze,False,Decorative Art,2023-05-09 18:51:29,Bottle Vase,https://www.nga.gov/collection/art-object-page.1663.html
Chinese Qing Dynasty;,,china,"Yongzheng period, 1723/1735",National Gallery of Art,Widener Collection,1664,"https://media.nga.gov/iiif/dcd7ae9e-c4c9-4f2a-b881-c630428b8376/full/!384,384/0/default.jpg",porcelain with pale blue glaze,False,Decorative Art,2023-05-09 18:51:29,Bottle Vase,https://www.nga.gov/collection/art-object-page.1664.html
Chinese Republic;,,china,"Hongxian period, 1916",National Gallery of Art,"Harry G. Steele Collection, Gift of Grace C. Steele",53365,"https://media.nga.gov/iiif/57694467-a542-4a21-8c0d-6b92c77757a7/full/!384,384/0/default.jpg",porcelain with overglaze famille rose enamels,False,Decorative Art,2023-05-09 18:51:29,Dish,https://www.nga.gov/collection/art-object-page.53365.html
Deruta 16th Century;,,china,c. 1500/1520,National Gallery of Art,Widener Collection,1478,"https://media.nga.gov/iiif/b10f09d2-9834-40fc-bf46-b744dab9f2a0/full/!384,384/0/default.jpg",tin-glazed earthenware (maiolica),False,Decorative Art,2023-05-09 18:51:29,"Large dish with running plant border; in the center, horsemen fighting",https://www.nga.gov/collection/art-object-page.1478.html
Chinese Qing Dynasty;,,china,"Qianlong period, 1736/1795",National Gallery of Art,"Harry G. Steele Collection, Gift of Grace C. Steele",53357,"https://media.nga.gov/iiif/fb8c0dff-c48e-4728-b1b1-53503666f2e3/full/!384,384/0/default.jpg",porcelain with overglaze famille rose enamels,True,Decorative Art,2023-05-09 18:51:29,Vase,https://www.nga.gov/collection/art-object-page.53357.html
Chinese Qing Dynasty;,,china,early 18th century,National Gallery of Art,Widener Collection,1706,"https://media.nga.gov/iiif/3ffb67d3-c85d-4d79-9e9d-b1b672899dd7/full/!384,384/0/default.jpg",porcelain with oxblood glaze,False,Decorative Art,2023-05-09 18:51:29,"Vase, called ""The Flame""",https://www.nga.gov/collection/art-object-page.1706.html
Chinese Qing Dynasty;,,china,second quarter 18th century,National Gallery of Art,Widener Collection,1727,"https://media.nga.gov/iiif/88fed2b4-95ee-48c8-bcb3-5dd6992ac8fd/full/!384,384/0/default.jpg",steatitic porcelain with colorless glaze,False,Decorative Art,2023-05-09 18:51:29,"Vase, Meiping Shape",https://www.nga.gov/collection/art-object-page.1727.html
Chinese Qing Dynasty;,,china,"Yongzheng period, 1723/1735 (vase); c. 1730/1755 (mounts)",National Gallery of Art,Widener Collection,1603,"https://media.nga.gov/iiif/a20a00cb-38b6-4138-bb77-b22db3c877f7/full/!384,384/0/default.jpg","porcelain with blue celadon glaze, in gilt-bronze mount",True,Decorative Art,2023-05-09 18:51:29,"Vase in the Form of a Carp, Mounted as an Ewer",https://www.nga.gov/collection/art-object-page.1603.html
Chinese Qing Dynasty;,,china,"Yongzheng period, 1723/1735 (vase); c. 1730/1755 (mounts)",National Gallery of Art,Widener Collection,1604,"https://media.nga.gov/iiif/95444853-181d-4d62-b0d4-bd599b86dcee/full/!384,384/0/default.jpg","porcelain with blue celadon glaze, in gilt-bronze mount",True,Decorative Art,2023-05-09 18:51:29,"Vase in the Form of a Carp, Mounted as an Ewer",https://www.nga.gov/collection/art-object-page.1604.html
"M&eacute;ndez, Leopoldo;",,china,1943,National Gallery of Art,Rosenwald Collection,30697,"https://media.nga.gov/iiif/bb3ea464-9eaa-4dd8-8e24-9a2a6d489f26/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:30,An Accident,https://www.nga.gov/collection/art-object-page.30697.html
"Vollard, Ambroise;Vuillard, Edouard;Vuillard, Edouard;",,china,1897/1898 (published 1899),National Gallery of Art,Rosenwald Collection,39200,"https://media.nga.gov/iiif/257dd954-a385-4030-b537-97797563c9df/full/!384,384/0/default.jpg",color lithograph on china paper,False,Print,2023-05-09 18:51:30,Across Country (A travers champs),https://www.nga.gov/collection/art-object-page.39200.html
"Moncornet, Balthasar;",,china,1657,National Gallery of Art,Gift of John O'Brien,78631,"https://media.nga.gov/iiif/00552651-6068-4409-8838-07062397378f/full/!384,384/0/default.jpg",engraving on laid paper,False,Print,2023-05-09 18:51:30,Aluaso Semedo,https://www.nga.gov/collection/art-object-page.78631.html
"Chagall, Marc;Fort, Louis;",,china,1925,National Gallery of Art,Gift of Mr. and Mrs. Gerhard E. Pinkus,78843,"https://media.nga.gov/iiif/7a7466c2-49ab-4030-abc5-2e2472813ebc/full/!384,384/0/default.jpg",FFetching and drypoint in red-brown on china paper,False,Print,2023-05-09 18:51:30,Anger I,https://www.nga.gov/collection/art-object-page.78843.html
"Chagall, Marc;Fort, Louis;",,china,1925,National Gallery of Art,Gift of Mr. and Mrs. Gerhard E. Pinkus,78844,"https://media.nga.gov/iiif/e6d71dd7-fe8e-430f-9ae4-ce9a05232302/full/!384,384/0/default.jpg","etching, aquatint, and drypoint in red-brown on china paper",False,Print,2023-05-09 18:51:30,Anger II,https://www.nga.gov/collection/art-object-page.78844.html
"Bonnard, Pierre;",,china,1895,National Gallery of Art,"Virginia and Ira Jackson Collection, gift in memory of Virginia H. Jackson",106627,"https://media.nga.gov/iiif/ba3e1807-1b9c-4321-9121-8aa1be2ca279/full/!384,384/0/default.jpg",lithograph in black on china paper (proof),False,Print,2023-05-09 18:51:30,Au cirque,https://www.nga.gov/collection/art-object-page.106627.html
"Gauguin, Paul;Gauguin, Pola;Christian Cato;",,china,"1894, printed 1921",National Gallery of Art,Rosenwald Collection,30253,"https://media.nga.gov/iiif/ecc258a9-7985-4270-bdf2-987248dcb1e9/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:30,Auti te Pape (Women at the River),https://www.nga.gov/collection/art-object-page.30253.html
"Vollard, Ambroise;Vuillard, Edouard;Vuillard, Edouard;",,china,1899,National Gallery of Art,Rosenwald Collection,39202,"https://media.nga.gov/iiif/3cc9331b-847a-4e70-9057-0b0df74e8174/full/!384,384/0/default.jpg",color lithograph on china paper,False,Print,2023-05-09 18:51:30,The Avenue (L'avenue),https://www.nga.gov/collection/art-object-page.39202.html
"Vuillard, Edouard;Clot, Auguste;Vuillard, Edouard;",,china,c. 1899,National Gallery of Art,Gift of Ruth B. Benedict,62553,"https://media.nga.gov/iiif/64bd41bb-f24a-40cb-ba68-5fb707ab6bbd/full/!384,384/0/default.jpg",5-color lithograph on china paper,False,Print,2023-05-09 18:51:30,A Baby in a Basket Outdoors (Couverture pour L'Album d'estampes originales),https://www.nga.gov/collection/art-object-page.62553.html
"Vollard, Ambroise;Vuillard, Edouard;Vuillard, Edouard;",,china,1899,National Gallery of Art,Rosenwald Collection,39222,"https://media.nga.gov/iiif/876135a7-8d0c-4231-b04f-bf1311fefb12/full/!384,384/0/default.jpg",color lithograph on china paper,False,Print,2023-05-09 18:51:30,The Bakery (La patiserie),https://www.nga.gov/collection/art-object-page.39222.html
"Roussel, Ker Xavier;Clot, Auguste;",,china,1899,National Gallery of Art,Rosenwald Collection,39158,"https://media.nga.gov/iiif/ef57bb36-8f14-4488-90bb-0018f23c85a1/full/!384,384/0/default.jpg",3-color lithograph on China paper,False,Print,2023-05-09 18:51:30,Bathers (Les Baigneuses),https://www.nga.gov/collection/art-object-page.39158.html
"C&eacute;zanne, Paul;",,china,1897,National Gallery of Art,Rosenwald Collection,38951,"https://media.nga.gov/iiif/aae1e42b-2ca2-4e84-8eb0-54d136ba7c91/full/!384,384/0/default.jpg",color lithograph on China paper,False,Print,2023-05-09 18:51:30,The Bathers (Small Plate),https://www.nga.gov/collection/art-object-page.38951.html
"Steir, Pat;",,china,1990,National Gallery of Art,"Gift of Crown Point Press and the Artist, in Honor of the 50th Anniversary of the National Gallery of Art",74515,"https://media.nga.gov/iiif/3ab4eef5-e967-40de-a408-55029ff6ec76/full/!384,384/0/default.jpg",chinese watercolor woodcut on Mulberry paper laid down on Somerset textured paper,False,Print,2023-05-09 18:51:30,Beloved Ghost Waterfall/Beijing,https://www.nga.gov/collection/art-object-page.74515.html
"Rosenthal, Max;Peale, Charles Willson;",,china,1901,National Gallery of Art,Rosenwald Collection,48639,"https://media.nga.gov/iiif/642a9072-369c-4cfa-b20a-c575fe49acd1/full/!384,384/0/default.jpg",color mezzotint on China paper,False,Print,2023-05-09 18:51:30,Benjamin Franklin,https://www.nga.gov/collection/art-object-page.48639.html
"Bewick, Thomas;",,china,c. 1800,National Gallery of Art,Gift of Jacob Kainen,124533,"https://media.nga.gov/iiif/e5114f0f-4a00-4387-a7e1-9fc8e39da698/full/!384,384/0/default.jpg",wood engraving on China paper,False,Print,2023-05-09 18:51:31,A Bird,https://www.nga.gov/collection/art-object-page.124533.html
"Bonnard, Pierre;",,china,1932,National Gallery of Art,Gift of the Virginia and Ira Jackson Collection,131683,"https://media.nga.gov/iiif/37d416d8-932d-48a7-9089-3f2d3f5861d0/full/!384,384/0/default.jpg",drypoint printed in green on China paper [proof],False,Print,2023-05-09 18:51:31,Birth Announcement for Françoise Floury,https://www.nga.gov/collection/art-object-page.131683.html
"M&eacute;ndez, Leopoldo;",,china,1943,National Gallery of Art,Rosenwald Collection,30714,"https://media.nga.gov/iiif/65683301-b3ae-45e9-81a7-269986bd2aab/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:31,Book Cover,https://www.nga.gov/collection/art-object-page.30714.html
"Bonnard, Pierre;",,china,1893,National Gallery of Art,"Virginia and Ira Jackson Collection, gift in memory of Virginia H. Jackson",106626,"https://media.nga.gov/iiif/a8ebb213-313f-435f-91a4-8deeb260a832/full/!384,384/0/default.jpg",lithograph in black on china paper,False,Print,2023-05-09 18:51:32,Boutique à cinq sous,https://www.nga.gov/collection/art-object-page.106626.html
"Bonnard, Pierre;",,china,1902,National Gallery of Art,Gift of the Virginia and Ira Jackson Collection,131686,"https://media.nga.gov/iiif/420dac38-0e4c-4175-9047-e44ce5829a84/full/!384,384/0/default.jpg",lithograph in dark blue on China paper,False,Print,2023-05-09 18:51:32,The Capture,https://www.nga.gov/collection/art-object-page.131686.html
"M&eacute;ndez, Leopoldo;",,china,1943,National Gallery of Art,Rosenwald Collection,30705,"https://media.nga.gov/iiif/73db69ef-fbb2-4c4a-b47b-2983745e71f0/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:33,Chicle Gatherer,https://www.nga.gov/collection/art-object-page.30705.html
"Vuillard, Edouard;",,china,published 1897,National Gallery of Art,Rosenwald Collection,30304,"https://media.nga.gov/iiif/24cecbc1-73b5-4421-af08-e82fd9497883/full/!384,384/0/default.jpg",color lithograph on china paper,False,Print,2023-05-09 18:51:33,Children's Pastime (Jeux d'enfants),https://www.nga.gov/collection/art-object-page.30304.html
"Toulouse-Lautrec, Henri de;",,china,1896,National Gallery of Art,Rosenwald Collection,42143,"https://media.nga.gov/iiif/43f84b85-99d2-4b72-b0ed-a1a6e344fb4f/full/!384,384/0/default.jpg",lithograph in black on China paper,False,Print,2023-05-09 18:51:33,Cléo de Mérode,https://www.nga.gov/collection/art-object-page.42143.html
"Vollard, Ambroise;Vuillard, Edouard;Vuillard, Edouard;",,china,1899,National Gallery of Art,Rosenwald Collection,39204,"https://media.nga.gov/iiif/fe15a9aa-722e-4508-9c7b-b8ee399e9bb9/full/!384,384/0/default.jpg",color lithograph on china paper,False,Print,2023-05-09 18:51:33,The Cook (La cuisiniere),https://www.nga.gov/collection/art-object-page.39204.html
"Vollard, Ambroise;Vuillard, Edouard;Vuillard, Edouard;",,china,1899,National Gallery of Art,Rosenwald Collection,39221,"https://media.nga.gov/iiif/9cae3fdd-62bd-4ca2-98eb-32de15d555a8/full/!384,384/0/default.jpg",3-color lithograph on china paper,False,Print,2023-05-09 18:51:33,"Cover for the Album ""Paysages et intérieurs""",https://www.nga.gov/collection/art-object-page.39221.html
"Vuillard, Edouard;Vollard, Ambroise;",,china,1899,National Gallery of Art,Gift of Donald Stone,224460,"https://media.nga.gov/iiif/f9a85635-b0de-4f63-8c44-3c05c21d045e/full/!384,384/0/default.jpg",lithograph printed in green and two shades of gray on China paper,False,Print,2023-05-09 18:51:33,"Cover for the Album ""Paysages et intérieurs""",https://www.nga.gov/collection/art-object-page.224460.html
"Roussel, Ker Xavier;Clot, Auguste;",,china,1899,National Gallery of Art,Rosenwald Collection,39157,"https://media.nga.gov/iiif/726dbcbb-7850-4b35-85e8-981b3b7cc82f/full/!384,384/0/default.jpg",2-color lithograph on China paper,False,Print,2023-05-09 18:51:33,Cupids Frolicking beside a Nymph (Amours jouant auprès d'une nymphe),https://www.nga.gov/collection/art-object-page.39157.html
"Bonnard, Pierre;",,china,1893,National Gallery of Art,"Virginia and Ira Jackson Collection, gift in memory of Virginia H. Jackson",106625,"https://media.nga.gov/iiif/7f415ad9-d7bd-4e40-a862-1dd61283dede/full/!384,384/0/default.jpg",lithograph in black on china paper,False,Print,2023-05-09 18:51:33,Danse,https://www.nga.gov/collection/art-object-page.106625.html
"M&eacute;ndez, Leopoldo;",,china,1943,National Gallery of Art,Rosenwald Collection,30692,"https://media.nga.gov/iiif/402a67a7-5c65-4a16-8787-e050852a981b/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:33,Dreams of Paupers,https://www.nga.gov/collection/art-object-page.30692.html
"M&eacute;ndez, Leopoldo;",,china,1943,National Gallery of Art,Rosenwald Collection,30709,"https://media.nga.gov/iiif/11e77c2e-6dbd-46e7-b94c-9056e8ad0605/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:34,Fascism I,https://www.nga.gov/collection/art-object-page.30709.html
"M&eacute;ndez, Leopoldo;",,china,1943,National Gallery of Art,Rosenwald Collection,30710,"https://media.nga.gov/iiif/82f9b253-9444-4c9b-b6d2-0f18575e9ef5/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:34,Fascism II,https://www.nga.gov/collection/art-object-page.30710.html
"Bonnard, Pierre;",,china,1902,National Gallery of Art,Gift of the Virginia and Ira Jackson Collection,131689,"https://media.nga.gov/iiif/97c2d0ce-bdfc-4564-b905-deee5417a085/full/!384,384/0/default.jpg",lithograph in dark blue on China paper,False,Print,2023-05-09 18:51:34,"Female Figure, Head and Shoulders",https://www.nga.gov/collection/art-object-page.131689.html
"M&eacute;ndez, Leopoldo;",,china,1943,National Gallery of Art,Rosenwald Collection,30695,"https://media.nga.gov/iiif/e84c9420-9e98-48f8-832b-df0d5919ed0f/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:34,Fools Concert,https://www.nga.gov/collection/art-object-page.30695.html
"M&eacute;ndez, Leopoldo;",,china,1943,National Gallery of Art,Rosenwald Collection,30712,"https://media.nga.gov/iiif/5fc2826a-1b87-4ec0-83bd-f187f0a365d4/full/!384,384/0/default.jpg",woodcut on China paper,False,Print,2023-05-09 18:51:34,For Teaching Them to Read,https://www.nga.gov/collection/art-object-page.30712.html
"Toulouse-Lautrec, Henri de;",,china,1893,National Gallery of Art,Rosenwald Collection,42057,"https://media.nga.gov/iiif/88a9da97-fb43-4e33-92f6-2cce49f94b8c/full/!384,384/0/default.jpg",lithograph in black on China paper,False,Print,2023-05-09 18:51:34,For You (Pour toi!...),https://www.nga.gov/collection/art-object-page.42057.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46762,"https://media.nga.gov/iiif/8a412805-795f-4b9f-89b2-3e61a707e63b/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (frontispiece)",https://www.nga.gov/collection/art-object-page.46762.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46764,"https://media.nga.gov/iiif/56497726-a8a5-4d4b-814b-425f48e2e8fe/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (illustration, page 13)",https://www.nga.gov/collection/art-object-page.46764.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46765,"https://media.nga.gov/iiif/abfc0e30-81cc-4350-955e-0c2a11d5089d/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (illustration, page 17)",https://www.nga.gov/collection/art-object-page.46765.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46766,"https://media.nga.gov/iiif/a4e3880d-0e34-4215-916e-4adc3b8c3499/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (illustration, page 22)",https://www.nga.gov/collection/art-object-page.46766.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46767,"https://media.nga.gov/iiif/bd352851-15d1-4baa-be26-b571ee48c1ca/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (illustration, page 25)",https://www.nga.gov/collection/art-object-page.46767.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46768,"https://media.nga.gov/iiif/bca4f182-e004-4620-ac0c-efb1f9bcd8e9/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (illustration, page 28)",https://www.nga.gov/collection/art-object-page.46768.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46769,"https://media.nga.gov/iiif/e47c8dd8-b34a-4b70-a644-8427cc0e35dd/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (illustration, page 31)",https://www.nga.gov/collection/art-object-page.46769.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46770,"https://media.nga.gov/iiif/38d52dd9-188b-4f4d-b693-a6feedb633ad/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (illustration, page 37)",https://www.nga.gov/collection/art-object-page.46770.html
"Bonnard, Pierre;",,china,1946,National Gallery of Art,Rosenwald Collection,46771,"https://media.nga.gov/iiif/23f1ff5f-1f56-4ed9-b20d-5ef5280c5d22/full/!384,384/0/default.jpg",lithograph on china paper,False,Print,2023-05-09 18:51:34,"From ""Le crepuscule des nymphes"" (illustration, page 39)",https://www.nga.gov/collection/art-object-page.46771.html
